original_parquet_row_index,label,premise,hypothesis,gemma-3-4b-it,bloomz-1b7,llama-3.1-70b-it,Mistral-7B-Instruct
3057,entailment,A woman in a brown jacket and jeans is kneeling on a brick road while taking a picture of another woman posing.,The woman is outside.,entailment,contradiction,entailment,neutral
9569,entailment,A man painting a sign onto his food cart.,A man is working on a cart.,entailment,contradiction,entailment,neutral
1328,contradiction,A white dog is running through the water at a beach,The white dog is sitting on the sand.,contradiction,contradiction,contradiction,contradiction
4995,contradiction,Man jumping over a rusty fence on a blue bicycle.,The man attending a meeting in his office.,contradiction,contradiction,neutral,contradiction
6682,neutral,A young girl is laughing and chasing pigeons on the street where other people are walking nearby.,A girl in pigtails laughs as she throws bread crumbs to the pigeons.,entailment,contradiction,neutral,neutral
2072,contradiction,A lady in a blue and white tube top takes her own picture with a disposable camera while another lady with a bag flashes a piece sign in the background.,A lady is filming the party.,entailment,contradiction,neutral,neutral
4793,contradiction,Two people connected to ropes wearing bright orange helmets are sitting on a rocky crag high in the mountains.,People sit on a couch.,contradiction,contradiction,contradiction,contradiction
6829,entailment,"A man, with a blue wrapping around his foot, is about to kick another man, with a red cloth hanging from his belt, in the head.",a man is going to kick another man,entailment,contradiction,entailment,neutral
9629,neutral,3 people are shopping in a market.,The three people are shopping for a party they are going to throw.,neutral,contradiction,neutral,neutral
8218,contradiction,Two men in hard hats sawing a plank of wood.,A monkey chases after a rattlesnake.,contradiction,contradiction,neutral,contradiction
7567,contradiction,A man examines his facial hair.,The man is sleeping.,contradiction,contradiction,contradiction,neutral
5922,contradiction,"Two black guys, that are on rival teams playing basketball.",Two women playing basketball.,contradiction,contradiction,neutral,contradiction
1550,neutral,A large crowd of people talking to each other.,People speak a variety of different languages.,neutral,contradiction,neutral,neutral
1009,entailment,A dog runs.,The dog runs,entailment,contradiction,entailment,entailment
3755,contradiction,Some people are standing in a room around a circular reception desk.,A man is dragging a couch across the room so he can vacuum.,contradiction,contradiction,neutral,contradiction
8681,entailment,Two men are loading bales of wheat on top of a high structure on a cloudy day.,There are clouds in the sky.,entailment,contradiction,entailment,neutral
9342,entailment,a woman wearing a pink tank top holding a mug of liquid,A woman in a pink tank top holding a mug.,entailment,contradiction,entailment,neutral
8009,neutral,"A woman player in white and black, sends the volleyball over the net, while the opposing team in navy blue, tries to block it, as the coach and a few spectators watch, in a gym.",The gym is old,neutral,contradiction,neutral,neutral
3860,neutral,An old black man sitting on a couple of grocery crates playing the string guitar during the day.,The man has been playing the blues.,neutral,contradiction,entailment,neutral
3148,entailment,A man in a suit cheering in a library in front of children.,A guy is cheering near some children.,entailment,entailment,entailment,neutral
2519,entailment,"An old man with a cowboy hat, cowboy boots, and blue jeans stands next to a cabin and looks off into the distance as the sun sets in the background.",A person with a hat,entailment,contradiction,entailment,neutral
3127,entailment,A group of young people performing on a stage.,A group of people are on stage.,entailment,contradiction,entailment,neutral
9084,neutral,A couple walks hand-in-hand in front of Victorian-style building and a wall with a large sleeping baby painted on it.,A couple walks in front of a three story building.,neutral,contradiction,neutral,neutral
5316,contradiction,A young white man in running gear is jogging by the water.,A man walks to the store.,contradiction,contradiction,neutral,neutral
1195,entailment,The big dog is checking out the smaller dog.,A big dog watching over a smaller dog.,entailment,entailment,entailment,neutral
9050,entailment,A male baseball player for the baseball team The Indians prepares to catch a ball.,The male baseball player belongs to the Cleveland Indians.,entailment,contradiction,entailment,entailment
879,contradiction,Dog running with pet toy being chased by another dog.,A dog is being chased by a cat,contradiction,contradiction,contradiction,contradiction
6989,contradiction,"Two women are speaking to each other, one sitting and facing away, while the other is standing in a white office.",The women are not talking to each other.,contradiction,contradiction,contradiction,neutral
2487,contradiction,A young girl is standing in a kitchen holding a green bib.,A boy is playing with a firetruck.,neutral,contradiction,neutral,neutral
2840,contradiction,Two belly dancers perform with each other in the streets while passersby look on and watch the display.,Two men are walking,contradiction,contradiction,contradiction,neutral
4329,contradiction,"A young black man wearing a dark leather jacket and gloves is standing on a lit stage, looking down.",A black man is sitting on a couch at his house.,contradiction,contradiction,neutral,contradiction
2930,entailment,A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.,A man sits outside by a table,entailment,contradiction,entailment,neutral
6424,entailment,A group of people celebrating in the street.,There is a celebration going on,entailment,contradiction,entailment,entailment
2485,neutral,Dog yawns,A yawning dog is tired and sleepy.,entailment,contradiction,entailment,entailment
5747,contradiction,A man speaking with two women.,A man and two women are bungee jumping.,neutral,contradiction,neutral,neutral
883,,Two children and a woman climb up the stairs on a metal electric pole-like structure.,A woman and kids climb up the escalator,neutral,contradiction,entailment,neutral
4914,contradiction,Two boys in running clothes stretching.,The boys are sleeping.,contradiction,contradiction,contradiction,neutral
6210,entailment,Two dogs either fighting or playing together.,There are at least two dogs.,entailment,contradiction,entailment,neutral
9578,contradiction,"While traveling, a woman in a black jacket is resting on the shoulder of a man in a black jacket.",A man rests on a womans shoulder,entailment,contradiction,contradiction,neutral
211,neutral,A person in a red shirt and black pants hunched over.,The person is a woman.,neutral,contradiction,neutral,neutral
2275,contradiction,Four entertainers dressed in Roman style garb are performing at an outdoor theater.,Actors are on Broadway.,neutral,contradiction,neutral,neutral
2328,entailment,A lady in pink long-sleeved blouse is holding a pink bag in her lap as she reaches something to the guy next to her.,Lady with matching pink bag and blouse reaches toward man next to her.,entailment,contradiction,entailment,neutral
4950,entailment,"A woman with a bag, talking on her cellphone, standing on the corner of the street, waiting to cross.","A woman holding a bag, and talking on her cellphone, is standing on the corner of the street, waiting to cross.",entailment,contradiction,entailment,neutral
3319,entailment,"While one man, in the white cap, is golfing, three other men are in the middle of a conversation.",Three men talk while their fourth takes a shot.,entailment,contradiction,entailment,neutral
9834,neutral,A skier is heading into a grove of trees.,"The man, an amateur skier, has tried a ski run that is too hard and is careening out of control down the hill.",entailment,contradiction,neutral,neutral
4607,contradiction,A man dressed in blue places mop inside a green bucket as he stands on a roof that overlooks a city.,A man is jumping off a building.,contradiction,contradiction,contradiction,neutral
1438,entailment,A lady wearing a straw hat and gold hoop earrings is pointing a finger.,A lady points.,entailment,contradiction,entailment,entailment
467,contradiction,"A woman in a black outfit lies face first on a yoga mat; several paintings are hanged on the wall, and the sun shines through a large window near her.",A woman is asleep while moonlight filters in the window.,neutral,contradiction,contradiction,neutral
5466,entailment,A man and a child painting a post.,The boy and his father making the post look better.,neutral,contradiction,entailment,neutral
3329,entailment,A motorist gets some air over a rough hill.,A motorist is riding his bike.,neutral,contradiction,neutral,neutral
5828,contradiction,"A person in an orange jacket getting out of the rear of a Toyota SUV, parked in front of a view of the ocean and mountains.",The person is driving the SUV.,neutral,contradiction,contradiction,neutral
8607,entailment,A small child dressed for winter stares across a lake while leaning on a mesh fence in a scenic park setting.,A small child dressed for winter stares across a large lake while leaning on a mesh fence,entailment,contradiction,entailment,neutral
696,entailment,A busy street with numerous people interacting and going about their lives.,The street is alive with activity.,entailment,contradiction,entailment,neutral
7267,contradiction,The tennis player spikes the tennis ball on the boundary line.,A boxer is kayaking.,contradiction,contradiction,neutral,contradiction
9144,entailment,People buy fruits and vegetables at an open air market.,People are shopping for many things at the market.,entailment,contradiction,neutral,neutral
8180,entailment,Two women are getting their pictures taken with a man in his underwear.,There are 3 people in the picture.,entailment,contradiction,entailment,neutral
9938,neutral,Workers are scattered among the scaffolding on an older building.,Some window washers are preparing to start work.,neutral,contradiction,neutral,neutral
1314,entailment,A tan dog chases a black and white soccer ball.,A dog is chasing a ball.,entailment,contradiction,entailment,entailment
2301,contradiction,Motorcycle rider going over a bump.,Camel rider going over a bump.,contradiction,contradiction,neutral,neutral
2039,neutral,A young lady and group of younger girls watching a group of military men drive down the road at a parade.,They think the men are handsome.,entailment,contradiction,neutral,neutral
7108,neutral,A man in a suit with gold buttons and a name tag gestures with his hands as he speaks to another man in a dress shirt who is holding a beverage in a glass.,A man in a suit with real gold buttons and a name tag gestures with his hands,entailment,contradiction,entailment,neutral
3666,entailment,"An athletic woman in a gray top and black shorts, seems very focused on her rollerblading.",woman rollerblading,entailment,contradiction,entailment,neutral
914,neutral,A kid playing a game called The Derby.,The child is playing a game for fun.,entailment,contradiction,entailment,neutral
12,entailment,A land rover is being driven across a river.,A Land Rover is splashing water as it crosses a river.,entailment,contradiction,entailment,neutral
8583,entailment,Four women carrying shoulder bags are walking down a city sidewalk.,Four women are walking in the city.,entailment,contradiction,entailment,neutral
6427,neutral,"Three young men in a kitchen standing around a stove, one of them is stirring something in a pot.",The men are cooking dinner.,entailment,contradiction,entailment,neutral
1536,neutral,"A black man in a knitted, blue cap and green, collared shirt sit next to a stump slicing a coconut.",A man showing how to slice a coconut next to a stump to other people going around,entailment,contradiction,entailment,neutral
736,contradiction,A man in a plaid shirt looking through a telescope lens.,the man is wearing a black shirt,contradiction,contradiction,contradiction,neutral
8201,neutral,The man in the blue shirt is relaxing on the rocks.,The man is wearing purple jeans.,contradiction,contradiction,neutral,contradiction
8652,contradiction,A woman wearing purple and carrying a bag is walking out of a door.,A woman is wearing green.,contradiction,contradiction,neutral,neutral
453,neutral,A woman leans over a small fence to take a picture of a yellow flower.,The woman is a professional photographer,neutral,contradiction,neutral,neutral
4345,entailment,A little boy in a red shirt and swim trunks plays at the beach.,The boy is playing at the beach.,entailment,contradiction,entailment,entailment
927,contradiction,An Asian wearing a pastel print shirt and sunhat pushing his cart up the street.,An Asian man is reading the paper.,contradiction,contradiction,neutral,neutral
6291,entailment,Two men in hard hats look at a building while on the side of a street.,2 male humans are outside with a hat on.,entailment,contradiction,entailment,neutral
8281,neutral,Man on phone in business suit walking down a busy street.,A man is talking to his wife on the phone while walking down the street.,neutral,contradiction,neutral,neutral
8722,entailment,A dog jumps over a pile of wood.,A dog can jump.,entailment,contradiction,entailment,entailment
6473,contradiction,Asian class posing for picture with Stormtrooper,The storm strooper is attacking the children.,contradiction,contradiction,contradiction,neutral
37,entailment,Three firefighter come out of subway station.,Three firefighters coming up from a subway station.,entailment,entailment,entailment,neutral
5770,neutral,A woman talks on a cellphone while sitting in front of blue railings that are in front of the ocean.,She talks to her boyfriend about plans that night,entailment,contradiction,neutral,neutral
2554,neutral,A runner poses for a picture with friends in a parking lot.,The runner just got first place.,contradiction,contradiction,neutral,neutral
7632,contradiction,Two workers in work attire (windbreakers and vests) walking along the edge of a road.,The guys drove the work truck through the city.,contradiction,contradiction,neutral,neutral
9998,entailment,A man in a black leather jacket and a book in his hand speaks in a classroom.,A man is speaking in a classroom.,entailment,contradiction,entailment,neutral
6620,entailment,A man has wrecked his racing bike in the dirt with five spectators behind a rope.,A man has damaged something.,entailment,contradiction,entailment,neutral
940,contradiction,A man in a black shirt and brown pants is jumping in the air performing a karate kick towards a man in a red shirt and black hat.,Two women dressed in opposing team colors of brown and black and red and black fight in a karate match.,entailment,contradiction,neutral,contradiction
7398,entailment,An old woman in a white hat and purple and blue cloths is sitting down by a wooden building.,There is a building.,entailment,contradiction,entailment,neutral
6128,entailment,"Older men and women dancing in front of a stage, a man in a white hat twirling a woman in a red flower print skirt and white shirt.",Some old people perform onstage.,entailment,contradiction,neutral,neutral
9829,neutral,An African-American male youth is riding a green bicycle while other people are looking at pictures on a board.,A boy is riding to the store to get some candy.,neutral,contradiction,neutral,neutral
2680,neutral,people standing at a beach with Cameras.,A group of people standing at a beach filled with cameras.,entailment,neutral,entailment,neutral
4354,contradiction,An older balding man with glasses wearing a pink and white shirt with a sweater vest is playing a musical instrument while looking at the sheet music.,The man is 10 years old.,contradiction,contradiction,contradiction,contradiction
3058,contradiction,A woman in a brown jacket and jeans is kneeling on a brick road while taking a picture of another woman posing.,The woman is eating dinner at a restaurant.,contradiction,contradiction,contradiction,neutral
7880,contradiction,A man wearing a brown hoodie is shopping for snacks.,The man is wearing a red shirt.,contradiction,contradiction,contradiction,neutral
738,contradiction,"A female runner dressed in blue athletic wear is running in a competition, while spectators line the street.",There are children in the streets.,entailment,contradiction,neutral,neutral
538,contradiction,A young man waring black and carrying a skateboard looks at an outdoor skateboard park.,A girl with a ponytail is riding a bike at a park.,neutral,contradiction,neutral,neutral
3325,entailment,Women sit on a beach as they watch men bring in a fishing net filled with fish in front of them.,People are gathered by the water.,entailment,contradiction,entailment,neutral
4239,neutral,A man wearing shorts looks at his cellphone while a woman walks outside a small building.,The man's shorts are red.,neutral,contradiction,neutral,neutral
1400,neutral,A man is renovating a room.,A man is using a hammer in a room.,entailment,contradiction,neutral,neutral
4046,neutral,Two male soccer players on opposing teams are trying to get the soccer ball.,Two soccer players fight after the ball until one gets a penalty.,neutral,contradiction,neutral,neutral
5137,entailment,"While two students are jumping, others in a classroom are sitting or standing.",Two students jumping in a class.,entailment,contradiction,entailment,neutral
4229,contradiction,A woman floats in an innertube in a large body of water.,The woman is sitting at home.,contradiction,contradiction,contradiction,contradiction
4191,neutral,"A boy wearing a yellow shirt, khaki pants, and blue and yellow shoes is hitting a tennis ball off a wall with a tennis racket.",A child is getting ready for his junior athletic league tennis tournament.,entailment,contradiction,entailment,neutral
9142,entailment,People buy fruits and vegetables at an open air market.,People buy produce at a market.,entailment,contradiction,entailment,entailment
5538,neutral,A performance group is staged in one collective motion.,The performance group is dancing.,entailment,contradiction,entailment,entailment
2692,entailment,A young child plays on a beach next to an empty chair.,There is one child in this picture.,entailment,entailment,entailment,neutral
5340,contradiction,A lady sitting on a bench with a book on her lap with a boy and girl on either side of her.,An adult and two children are on a rollercoaster.,contradiction,contradiction,neutral,neutral
9917,entailment,A man with glasses sitting at a restaurant staring at something that is not shown.,a man at a restaurant,neutral,contradiction,entailment,neutral
7670,entailment,Three people are making transactions at an automated teller machine.,A line of people at an ATM.,entailment,entailment,entailment,neutral
9173,entailment,Four dogs of varying breeds running through a field.,Some animals outdoors.,entailment,contradiction,entailment,neutral
1807,neutral,"A group of people standing around smiling, and in the background are more people and handmade signs.",There are a few unhappy people here.,contradiction,contradiction,contradiction,neutral
5111,contradiction,Man in plaid shirt sings into microphone while playing an acoustic guitar.,A man is walking.,neutral,contradiction,neutral,neutral
3989,neutral,A young girl poses with a trophy in the park.,A girl poses with her spelling bee trophy.,entailment,contradiction,entailment,neutral
3455,contradiction,A man is giving a presentation.,the man is not talking,contradiction,contradiction,contradiction,contradiction
2907,contradiction,Several members of a community are celebrating with music and costumes during a festival or party.,People are mourning at a funeral.,contradiction,contradiction,contradiction,contradiction
6651,,A man with a tattoo on his arm staring to the side with vehicles and buildings behind him.,A man is standing outside near a street.,entailment,contradiction,entailment,neutral
8287,neutral,Three men are using Washington Mutual ATMs outside near a parking lot.,A group of friends are getting some money before they go to dinner.,neutral,contradiction,entailment,neutral
6244,contradiction,A man holding a pink cooler is talking to an older woman.,A woman drinks from a mason jar.,neutral,contradiction,neutral,neutral
2697,contradiction,A man stands by a load of boxes near a pizza restaurant.,A man stands by some boxes near a dumpster.,neutral,contradiction,neutral,neutral
4016,contradiction,A crowd in which two men are wearing Santa Claus Hats are celebrating Christmas outside of a Bank of America and a Christmas tree.,A crowd of people is celebrating Easter.,contradiction,contradiction,contradiction,contradiction
4339,entailment,A group of people stares at a wall that is filled with drawings in a building.,A group of people are looking at something,entailment,contradiction,entailment,neutral
4645,neutral,A youth skateboards by a mural of a griffin wielding a flaming sword.,A youth skateboards by a mural that has been vandalised.,neutral,contradiction,neutral,neutral
7739,contradiction,A man in a strange uniform taking a photo of an old-fashioned red sports car.,A tourist takes a picture of the city skyline at dusk.,neutral,contradiction,neutral,neutral
7091,neutral,A woman in a yellow shirt is carrying two full red grocery bags.,A lady just finished shopping,entailment,contradiction,entailment,entailment
4692,contradiction,A group of children sitting on the ground laughing as another boy jumps over the group.,The children are standing up crying.,contradiction,contradiction,contradiction,contradiction
1739,entailment,A man gets a skateboard up on a big rock.,The skateboarder is near a rock.,entailment,contradiction,entailment,neutral
5406,neutral,People on a nature walk with nets and backpacks with trees to the left of them.,People on a nature walk with nets and backpacks with trees to the left of them hope to return to camp before sundown.,entailment,contradiction,neutral,neutral
4588,neutral,two teen boys in school clothes are walking with something in a garbage bag.,Two boys are carrying a bug in a garbage bag.,contradiction,contradiction,neutral,neutral
3125,neutral,A boy on a bicycle in midair,A boy is falling off his bike.,entailment,contradiction,neutral,neutral
2157,entailment,A man is playing drums with a band.,A man is playing an instrument.,entailment,entailment,entailment,entailment
5333,contradiction,A man in a blue shirt was arguing with a man in a green jacket and started to raise his fist in anger.,a man orders a mamosa for another man,contradiction,contradiction,neutral,contradiction
8636,neutral,A man on one miniature train passes a circular object to a man on another train as they pass by.,Two trains of different sizes but following each other side by side going to opposing directions.,entailment,contradiction,neutral,neutral
1825,neutral,A group of uniformed officers in a street wearing a mixture of gas masks and face shields.,The police are controlling an unruly crowd.,entailment,contradiction,entailment,neutral
4230,contradiction,A white greyhound dog wearing a muzzle runs around a track.,The dog is not wearing a muzzle.,contradiction,contradiction,contradiction,contradiction
3487,entailment,A boy and girl play together on a pile or rocks in a residential area.,The boy and girl are playing together,entailment,contradiction,entailment,neutral
9053,entailment,A soldier using binoculars in a desert.,A soldier using binoculars outside in the heat.,entailment,contradiction,entailment,neutral
9768,entailment,A man squatting in a park looking at something in the distance.,A man sees something while in a park.,entailment,contradiction,entailment,neutral
3647,contradiction,A man sits outdoors with some of his belongings.,A man is inside.,contradiction,contradiction,contradiction,neutral
5902,neutral,"Two girls jumping on a trampoline, one upright and the other landing on her back, in a backyard.",Two girls are playing a game on the trampoline.,entailment,contradiction,entailment,neutral
6385,contradiction,Instructor on Basket weaving at fair,A basket weaver sitting at home.,contradiction,contradiction,neutral,neutral
5638,neutral,A male performer sings and plays the guitar in front of a microphone.,A guy is performing at a recital.,entailment,contradiction,entailment,neutral
6423,neutral,A child bowling at the bowling alley.,A girl is bowling against her daddy.,neutral,contradiction,neutral,neutral
7826,,"A young boy sits curiously on a rock near the water, looking at his reflection.",A boy is doing an activity outside,entailment,contradiction,entailment,neutral
7743,entailment,A little girl in a pink hat is in a lush green field walking an ox.,A little girl is in a field.,entailment,entailment,entailment,neutral
3012,entailment,A man visiting a friend in the hospital.,A man and a patient in a hospital room.,entailment,entailment,entailment,neutral
7671,neutral,Three people are making transactions at an automated teller machine.,Three women waiting for an ATM.,neutral,contradiction,neutral,neutral
9548,contradiction,A man wearing a long brown robe is playing the guitar while another person is sitting at the drums and yet another is wearing a long gray robe and singing.,The robe is black.,contradiction,contradiction,contradiction,neutral
9977,entailment,A older man in a hat is playing a accordion on the street while sitting in a chair.,A man is wearing a hat.,entailment,contradiction,entailment,neutral
3080,neutral,A woman wearing a striped wrap is bent over in a cornfield while looking at the camera.,A woman wearing a striped wrap and a hat is bent over in a cornfield while looking at the camera.,neutral,contradiction,neutral,neutral
3520,entailment,A man in a blue shirt is performing a skateboarding trick near stiars while two other men watch.,A person in a shirt,neutral,contradiction,entailment,neutral
4978,contradiction,"A drummer wearing a plaid shirt, jeans, and a purple had bangs his drum.",A trumpeter practices for an orchestra.,contradiction,contradiction,neutral,contradiction
7619,contradiction,A man is working in an art studio and is surrounded by art supplies.,a man is at an auto shop.,contradiction,contradiction,contradiction,neutral
4347,entailment,people are enjoying food at a crowded restaurant.,People are eating in this picture.,entailment,contradiction,entailment,neutral
8440,entailment,Blond boy in striped shirt on the swing set.,A boy is on the swing set.,entailment,contradiction,entailment,neutral
1346,,Trays of freshly-baked pretzels are being loaded onto a delivery truck.,Pretzels are made from twisted dough.,entailment,contradiction,entailment,neutral
7087,neutral,"A person rides up a narrow street on a bike, past a spray-painted sign of a hand giving the peace sign.",A person riding a bike home after work.,entailment,contradiction,neutral,neutral
8947,,The young girl is airborne as she falls into the lake.,A girl is near a lake.,entailment,contradiction,neutral,neutral
5651,neutral,"Two men in costumes with fake carrot noses, top hats, sunglasses and white fur coats that contain white electrical lights.",Tall people in costumes,neutral,contradiction,neutral,neutral
8081,contradiction,An accordion player with a bright colored shirt sitting outside in a chair with a young man in a blue t-shirt passing by.,The man's shirt is black.,contradiction,contradiction,contradiction,neutral
1791,contradiction,Some children are playing soccer in front of a large wooden door.,The kids are at the beach in the sand.,contradiction,contradiction,contradiction,contradiction
7428,neutral,At least six individuals are on a team wearing helmets and knee pads while rollerblading around a skating rink.,People are skating in a park for fun.,neutral,contradiction,neutral,neutral
9579,neutral,"While traveling, a woman in a black jacket is resting on the shoulder of a man in a black jacket.",A man's wife lays on his shoulder,contradiction,contradiction,entailment,neutral
9959,contradiction,A white duck is spreading its wings while sitting on the water.,The duck kept it's wings intact when it dived under the water to catch some fish.,neutral,contradiction,neutral,neutral
2270,contradiction,The dogs run a race at the track.,Dogs are chasing bunnies in a field.,contradiction,contradiction,neutral,contradiction
9766,neutral,A man squatting in a park looking at something in the distance.,A man is watching his son playing on the swingset.,neutral,contradiction,neutral,neutral
2955,entailment,A man wearing white turns to hit a yellow tennis ball.,A man plays tennis.,entailment,contradiction,entailment,entailment
3443,entailment,A child in a jeans jacket and shorts holding up a white dress as another darker-skinned child looks at it.,a child holds a dress,entailment,contradiction,entailment,neutral
7735,entailment,a big black dog jumps in the air to catch the tennis ball in his mouth.,A dog is jumping.,entailment,contradiction,entailment,entailment
833,contradiction,Four women are taking a walk down an icy road.,Four women are walking near the dry highway.,contradiction,contradiction,neutral,contradiction
6498,contradiction,"A man wearing a checkered shirt, cream suit and tennis shoes sits on a bench.",the guy is on the cow,contradiction,contradiction,contradiction,contradiction
2991,neutral,The people await to cross the street while walking the dog.,people are at a busy intersection,entailment,contradiction,neutral,neutral
7792,contradiction,A lone bike rider navigating a rough terrain course through dirt with trees and grass in the background on a cloud free day.,Somebody is riding a bike during a storm in the desert.,contradiction,contradiction,contradiction,contradiction
2150,,Two men at a table having drinks.,Two people are at a bar.,entailment,contradiction,entailment,neutral
4022,entailment,Two people are sitting in a chair a lady reading and a man looking to his phone,The lady is reading.,entailment,contradiction,neutral,neutral
7614,contradiction,Two teams of men are playing basketball on a court in an empty stadium.,The men are playing in front of a huge crowd.,contradiction,contradiction,contradiction,neutral
6123,entailment,a young man pouring tea inside of a glass jar.,A man is pouring a glass of tea.,entailment,contradiction,neutral,neutral
3338,contradiction,The child is hanging upside down with his legs over a pole.,There is an adult upside down.,contradiction,contradiction,neutral,neutral
4343,contradiction,People walk and bicycle down an alley between white buildings with blue trim.,People jumping off of s sheer cliff.,contradiction,contradiction,neutral,contradiction
4463,neutral,A cyclist in a red and white uniform is biking across a garage full of people.,A cyclist is in a competition.,neutral,contradiction,neutral,neutral
2375,contradiction,"A crowd of people in a stadium decked out in white, yellow and green cheer and clap for the team below.",the crowd is on planet mars,contradiction,contradiction,neutral,contradiction
9043,contradiction,A person is surfing a big wave.,A person is sitting in a chair.,contradiction,contradiction,neutral,contradiction
5570,neutral,A child doing gymnastics,A child is doing gymnastics in front of a crowd.,entailment,contradiction,neutral,neutral
8598,neutral,A man in colorful shorts is surfing under a wave.,A man on vacation is at the ocean.,entailment,contradiction,entailment,neutral
8503,entailment,A young boy is playing in the sandy water.,There is a boy in the water.,entailment,contradiction,entailment,neutral
8879,neutral,Pedestrians use the crosswalks as traffic awaits their turn to drive through an intersection.,Traffic is stopped at a red light.,entailment,contradiction,entailment,neutral
1886,neutral,Workers wearing orange vests work on fence.,Men working to build a fence for customers.,neutral,contradiction,entailment,neutral
1197,entailment,"A man stands speaking to a crowd of sitting people, all wearing business attire.",A man is addressing a group of people.,entailment,contradiction,entailment,neutral
6426,contradiction,A group of people celebrating in the street.,People got shot by a sniper and dide,contradiction,contradiction,contradiction,contradiction
8910,entailment,Uniformed group walks down a street.,A group of people walk down the street.,entailment,contradiction,neutral,neutral
2935,entailment,A group of children divided into a maroon team and a blue team playing a soccer game.,Kids are playing soccer.,entailment,contradiction,entailment,neutral
6341,entailment,"Two girls (one dressed in blue, and one dressed in pink) are racing one another on rollerskates.",Two girls are in a race.,entailment,contradiction,entailment,neutral
1429,contradiction,3 girls chatting and laughing on the stairwell.,Girls are not having a good time.,contradiction,contradiction,contradiction,neutral
6306,contradiction,Women sitting at steel table next to a man standing and holding his bicep.,the man accidentally knocked the women out,contradiction,contradiction,neutral,neutral
3649,neutral,Young boy smiles at the camera from the tire swing.,He is barefoot.,neutral,contradiction,neutral,neutral
1937,entailment,"A group of people, mostly in straw hats, follow a man onto a beach covered with many large rocks.",The man and his follows walk along outside,entailment,contradiction,neutral,neutral
5171,neutral,Several bicyclers are carrying their bikes up a grassy hill.,People carrying their bikes at night.,neutral,contradiction,neutral,neutral
7763,entailment,A blond woman in a blue shirt looks on at an event.,The woman is wearing a blue shirt.,entailment,contradiction,entailment,neutral
6392,entailment,A person with braided hair and a gray sweatshirt covers his mouth and sits in a purple chair.,A man sits in a purple chair.,entailment,contradiction,entailment,neutral
1153,neutral,Two Asian people cooking on a grill in a park.,A couple are having a picnic in a park.,entailment,contradiction,neutral,neutral
6249,entailment,"Group of people standing on a snow covered ground, some are holding brooms, there is a dog with the group.",Group of people with a dog nearby are outside.,entailment,contradiction,entailment,neutral
7036,neutral,A woman in an office making a phone call,A woman is making a business phone call.,entailment,contradiction,entailment,neutral
4228,neutral,A woman floats in an innertube in a large body of water.,The woman is in the ocean.,entailment,entailment,neutral,neutral
4974,neutral,The boy in pajama pants jumps off the sofa.,The boy is bouncing on the sofa,contradiction,contradiction,contradiction,contradiction
6400,contradiction,A group of men playing rugby on the sand.,A group of woman play volleyball in a court.,neutral,contradiction,neutral,contradiction
3639,neutral,Boy in red and black shirt walks through grass.,The boy is going to school.,neutral,contradiction,neutral,neutral
3971,contradiction,A brown dog and a black and white dog are running over grassy hills.,one cat sleeps,contradiction,contradiction,neutral,neutral
9593,neutral,Many people on the beach holding a very large net.,The people are a part of a native tribe mending their fishing nets.,neutral,contradiction,neutral,neutral
3375,neutral,A man looking out of his window.,A man enjoys the sun coming through the window.,entailment,entailment,neutral,neutral
2486,contradiction,Dog yawns,A dog is singing the National Anthem.,contradiction,contradiction,contradiction,contradiction
6953,neutral,man dressed in orange clothing with face covered seemingly balancing on a cane being held be a similarly dressed man sitting crossed legged on the ground at a shopping mall.,Two clowns are performing at a mall.,entailment,contradiction,entailment,neutral
605,contradiction,A crowd is watching a group of men in suits with briefcases walk in formation down the street led by a woman holding a sign.,A group of people dressed as clowns stroll into the Bigtop Circus holding signs.,contradiction,contradiction,neutral,contradiction
7443,neutral,A yellow car drives across a snowy path.,A taxi cab is driving down a path of snow.,neutral,contradiction,neutral,neutral
5927,entailment,A young boy is hugging a wooden post.,A boy holds onto a post.,entailment,entailment,entailment,neutral
2453,entailment,Four men and a young boy are at a table set up for wood crafts.,Five total people are near a table with objects on it.,entailment,contradiction,entailment,neutral
3608,entailment,A girl and a boy hugging on a bridge,Two people hugging.,entailment,entailment,entailment,neutral
1483,neutral,A boy in swimming trunks wades out into the water.,The young swimmer wades out into the water at the start of his team practice.,entailment,contradiction,entailment,neutral
4518,entailment,The small child is sitting in a red playground swing.,The child is in a playground.,entailment,entailment,entailment,entailment
3037,entailment,A boy rides his skateboard at the park.,A child rides his skateboard at the park.,entailment,entailment,entailment,neutral
9351,contradiction,The dog's mouth is open like he is yawning.,a dog is running,neutral,contradiction,neutral,neutral
7691,entailment,A group of people cleaning some kins of sea animal.,There is at least one person.,entailment,contradiction,entailment,entailment
4115,contradiction,Children receiving places at an award ceremony.,The children are rolling on the floor collecting dust for science.,contradiction,contradiction,contradiction,contradiction
1426,entailment,Three people sitting on some stairs laughing.,There are three people.,entailment,contradiction,entailment,neutral
496,neutral,A young girl in a yellow top and a flowered skirt is standing on a blanket and biting on a toy.,A girl is standing outside.,entailment,contradiction,entailment,neutral
3352,contradiction,A man with a bat swings at a ball coming towards him.,The man is sleeping,contradiction,contradiction,contradiction,contradiction
8793,contradiction,A lady in a white tank and shorts fixing a wooden drawer.,The woman is wearing a dress.,contradiction,contradiction,contradiction,neutral
